Code,Item Description,Code and Description,UOM,Quantity Requested,Unit Price,Total Cost,Facility Level,Region,Requesting Facility,Month
AA042500,Metformin hydrochloride 500mg,AA042500 Metformin hydrochloride 500mg,1000,7,16475.03723,115325.2606,Health Centres,North,Chitipa HCs,September-23
AA044100,Metronidazole 200mg,AA044100 Metronidazole 200mg,1000,101,7281.10168,735391.2697,Health Centres,North,Chitipa HCs,September-23
AA046500,Nifedipine 20mg (slow release),AA046500 Nifedipine 20mg (slow release),100,23,1865.85366,42914.63418,Health Centres,North,Chitipa HCs,September-23
AA048600,Omeprazole 20mg,AA048600 Omeprazole 20mg,100,20,1079.37144,21587.4288,Health Centres,North,Chitipa HCs,September-23
AA049500,Paracetamol 500mg,AA049500 Paracetamol 500mg,1000,160,10963.16891,1754107.026,Health Centres,North,Chitipa HCs,September-23
AA050100,Phenobarbitone  30mg,AA050100 Phenobarbitone  30mg,1000,29,5571.23668,161565.8637,Health Centres,North,Chitipa HCs,September-23
AA051300,Praziquantel 600mg,AA051300 Praziquantel 600mg,1000,1,15199.60763,15199.60763,Health Centres,North,Chitipa HCs,September-23
AA052500,Prednisolone 5mg,AA052500 Prednisolone 5mg,1000,20,8836.90779,176738.1558,Health Centres,North,Chitipa HCs,September-23
AA054000,"Promethazine hydrochloride 25mg, coated tablets","AA054000 Promethazine hydrochloride 25mg, coated tablets",1000,10,3596.30943,35963.0943,Health Centres,North,Chitipa HCs,September-23
AA054900,Propranolol hydrochloride 40mg,AA054900 Propranolol hydrochloride 40mg,1000,7,3537.67841,24763.74887,Health Centres,North,Chitipa HCs,September-23
AA055200,Pyridoxine 25mg,AA055200 Pyridoxine 25mg,1000,4,4106.93348,16427.73392,Health Centres,North,Chitipa HCs,September-23
AA056700,Salbutamol 4mg,AA056700 Salbutamol 4mg,1000,50,3224.31098,161215.549,Health Centres,North,Chitipa HCs,September-23
AA064500,Vitamin B complex strong,AA064500 Vitamin B complex strong,1000,15,3706.00229,55590.03435,Health Centres,North,Chitipa HCs,September-23
AA065400,Zinc sulphate 20mg,AA065400 Zinc sulphate 20mg,Each,2500,788.6422,1971605.5,Health Centres,North,Chitipa HCs,September-23
BB003300,Adrenaline 1/1000 1ml,BB003300 Adrenaline 1/1000 1ml,Each,60,167.35896,10041.5376,Health Centres,North,Chitipa HCs,September-23
BB004500,"Aminophylline 25mg/ml, 10ml","BB004500 Aminophylline 25mg/ml, 10ml",Each,20,482.92683,9658.5366,Health Centres,North,Chitipa HCs,September-23
BB007200,"Benzylpenicillin 3g (5MU), PFR","BB007200 Benzylpenicillin 3g (5MU), PFR",Each,900,456.05602,410450.418,Health Centres,North,Chitipa HCs,September-23
BB013500,"Ceftriaxone 1g, PFR","BB013500 Ceftriaxone 1g, PFR",Each,200,300.45607,60091.214,Health Centres,North,Chitipa HCs,September-23
BB014700,"Chlorpromazine hydrochloride 25mg/ml, 2ml","BB014700 Chlorpromazine hydrochloride 25mg/ml, 2ml",Each,20,439.02439,8780.4878,Health Centres,North,Chitipa HCs,September-23
BB021300,"Dexamethasone Injection 5mg/2ml,2ml","BB021300 Dexamethasone Injection 5mg/2ml,2ml",Each,50,119.87235,5993.6175,Health Centres,North,Chitipa HCs,September-23
BB021600,"Dextrose (glucose) 5%, 1000ml","BB021600 Dextrose (glucose) 5%, 1000ml",Each,130,2414.63415,313902.4395,Health Centres,North,Chitipa HCs,September-23
BB022200,"Dextrose (glucose) 5%, 500ml","BB022200 Dextrose (glucose) 5%, 500ml",Each,30,1536.58537,46097.5611,Health Centres,North,Chitipa HCs,September-23
BB022800,"Dextrose 50%, 50ml","BB022800 Dextrose 50%, 50ml",Each,60,1103.92685,66235.611,Health Centres,North,Chitipa HCs,September-23
BB024300,"Diclofenac sodium 75mg/ml, 3ml","BB024300 Diclofenac sodium 75mg/ml, 3ml",Each,650,122.92684,79902.446,Health Centres,North,Chitipa HCs,September-23
BB036900,"Gentamicin, 80mg/2ml","BB036900 Gentamicin, 80mg/2ml",Each,1350,175.60976,237073.176,Health Centres,North,Chitipa HCs,September-23
BB047100,"Lignocaine hydrochloride 2%, 30ml","BB047100 Lignocaine hydrochloride 2%, 30ml",Each,35,1524.39024,53353.6584,Health Centres,North,Chitipa HCs,September-23
BB054900,"Metronidazole 5mg/ml, 100ml","BB054900 Metronidazole 5mg/ml, 100ml",Each,50,768.29268,38414.634,Health Centres,North,Chitipa HCs,September-23
BB063000,"Phenobarbitone sodium 200mg/ml, 1ml","BB063000 Phenobarbitone sodium 200mg/ml, 1ml",Each,190,0,0,Health Centres,North,Chitipa HCs,September-23
BB066900,"Promethazine hydrochloride 25mg/ml, 2ml","BB066900 Promethazine hydrochloride 25mg/ml, 2ml",Each,110,125.13632,13764.9952,Health Centres,North,Chitipa HCs,September-23
BB069300,"Sodium chloride 0.9%, 1000ml","BB069300 Sodium chloride 0.9%, 1000ml",Each,30,2210.36968,66311.0904,Health Centres,North,Chitipa HCs,September-23
BB077100,"Water for injections, 10ml","BB077100 Water for injections, 10ml",Each,1500,219.5122,329268.3,Health Centres,North,Chitipa HCs,September-23
EE002700,"Amoxycillin 125mg/5ml suspension, PFR to make 100ml","EE002700 Amoxycillin 125mg/5ml suspension, PFR to make 100ml",Each,380,1097.56098,417073.1724,Health Centres,North,Chitipa HCs,September-23
EE004800,"Benzyl benzoate application 25%, 500ml","EE004800 Benzyl benzoate application 25%, 500ml",Each,10,2875.69752,28756.9752,Health Centres,North,Chitipa HCs,September-23
EE008400,"Calamine lotion 15%+ sulphur 2%, 500ml","EE008400 Calamine lotion 15%+ sulphur 2%, 500ml",Each,10,4601.99195,46019.9195,Health Centres,North,Chitipa HCs,September-23
EE008700,"Calamine lotion aqueous 15%, 500ml","EE008700 Calamine lotion aqueous 15%, 500ml",Each,10,3679.83774,36798.3774,Health Centres,North,Chitipa HCs,September-23
EE021300,"Gentian violet paint, aqueous 1%, 500ml","EE021300 Gentian violet paint, aqueous 1%, 500ml",Each,15,5707.31707,85609.75605,Health Centres,North,Chitipa HCs,September-23
EE021600,Gluteraldehyde solution 2% buffered (Cidex) with activator,EE021600 Gluteraldehyde solution 2% buffered (Cidex) with activator,Each,5,10623.375,53116.875,Health Centres,North,Chitipa HCs,September-23
EE024300,"Iodine solution, weak (iodine tincture) 0.5%, 500ml","EE024300 Iodine solution, weak (iodine tincture) 0.5%, 500ml",Each,21,8648.90678,181627.0424,Health Centres,North,Chitipa HCs,September-23
EE028500,Methylated spirit,EE028500 Methylated spirit,Each,24,19402.67149,465664.1158,Health Centres,North,Chitipa HCs,September-23
EE028800,"Metronidazole oral suspension 200mg /5ml, 100ml","EE028800 Metronidazole oral suspension 200mg /5ml, 100ml",Each,87,1131.7439,98461.7193,Health Centres,North,Chitipa HCs,September-23
EE032700,"Nystatin oral suspension 100,000 IU/ml, 20ml","EE032700 Nystatin oral suspension 100,000 IU/ml, 20ml",Each,150,1179.92707,176989.0605,Health Centres,North,Chitipa HCs,September-23
EE033900,"Oral rehydration salt, satchet (WHO formula) for 1L solution","EE033900 Oral rehydration salt, satchet (WHO formula) for 1L solution",Each,200,262.54455,52508.91,Health Centres,North,Chitipa HCs,September-23
EE034800,"Paracetamol syrup 120mg/5ml, 100ml","EE034800 Paracetamol syrup 120mg/5ml, 100ml",Each,320,834.14634,266926.8288,Health Centres,North,Chitipa HCs,September-23
EE038100,"Povidone iodine 10% in alcoholic solution, 500ml","EE038100 Povidone iodine 10% in alcoholic solution, 500ml",Each,10,9802.26438,98022.6438,Health Centres,North,Chitipa HCs,September-23
EE040800,"Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos","EE040800 Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos",Each,30,3336.58537,100097.5611,Health Centres,North,Chitipa HCs,September-23
EE048300,"Tetracycline eye ointment 1%, 3.5g","EE048300 Tetracycline eye ointment 1%, 3.5g",Each,720,371.48317,267467.8824,Health Centres,North,Chitipa HCs,September-23
FF006350,"Bandage, WOW 10cm x 4m long, when stretched","FF006350 Bandage, WOW 10cm x 4m long, when stretched",12,28,1072.09198,30018.57544,Health Centres,North,Chitipa HCs,September-23
FF007800,Cotton wool 500g,FF007800 Cotton wool 500g,Each,68,7134.14634,485121.9511,Health Centres,North,Chitipa HCs,September-23
FF010200,"Gauze, absorbent 90cm X 100m","FF010200 Gauze, absorbent 90cm X 100m",Each,44,20853.65854,917560.9758,Health Centres,North,Chitipa HCs,September-23
FF010800,"Gauze, swabs 8-ply 10cm x 10cm","FF010800 Gauze, swabs 8-ply 10cm x 10cm",Each,60,2530.99768,151859.8608,Health Centres,North,Chitipa HCs,September-23
FF016200,"Plaster, zinc oxide 7.5cm x 5m long, when stretched","FF016200 Plaster, zinc oxide 7.5cm x 5m long, when stretched",Each,380,1185.36585,450439.023,Health Centres,North,Chitipa HCs,September-23
GF0402,Cotrimoxazole 120mg,GF0402 Cotrimoxazole 120mg,100,60,#N/A,#N/A,Health Centres,North,Chitipa HCs,September-23
GG000900,"Catgut chromic suture sterile 1,round bodied Ã¯Â¿Â½ circle 50mm n","GG000900 Catgut chromic suture sterile 1,round bodied Ã¯Â¿Â½ circle 50mm n",12,4,12994.45672,51977.82688,Health Centres,North,Chitipa HCs,September-23
GG001200,Catgut chromic suture 2 on needle round bodied Ã¯Â¿Â½ circle 50mm,GG001200 Catgut chromic suture 2 on needle round bodied Ã¯Â¿Â½ circle 50mm,12,11,10354.01756,113894.1932,Health Centres,North,Chitipa HCs,September-23
GG021000,Polyglactin (Vicryl) 2 round bodied needle 1/2 circle,GG021000 Polyglactin (Vicryl) 2 round bodied needle 1/2 circle,12,2,16221.61602,32443.23204,Health Centres,North,Chitipa HCs,September-23
HH008100,"Bags urine drainage 2,000ml with outlet","HH008100 Bags urine drainage 2,000ml with outlet",Each,80,659.44417,52755.5336,Health Centres,North,Chitipa HCs,September-23
HH012900,Cannula iv  (winged with injection pot) 16,HH012900 Cannula iv  (winged with injection pot) 16,Each,100,329.26829,32926.829,Health Centres,North,Chitipa HCs,September-23
HH013200,Cannula iv  (winged with injection pot) 18,HH013200 Cannula iv  (winged with injection pot) 18,Each,50,197.56098,9878.049,Health Centres,North,Chitipa HCs,September-23
HH013800,Cannula iv  (winged with injection pot) 22,HH013800 Cannula iv  (winged with injection pot) 22,Each,50,307.31707,15365.8535,Health Centres,North,Chitipa HCs,September-23
HH027300,Catheter Foley's retention 30cc FG 16,HH027300 Catheter Foley's retention 30cc FG 16,Each,30,394.23202,11826.9606,Health Centres,North,Chitipa HCs,September-23
HH027600,Catheter Foley's retention 30cc FG 18,HH027600 Catheter Foley's retention 30cc FG 18,Each,40,768.29268,30731.7072,Health Centres,North,Chitipa HCs,September-23
HH075601,Giving set iv administration + needle 15 drops/ml,HH075601 Giving set iv administration + needle 15 drops/ml,Each,50,188.05971,9402.9855,Health Centres,North,Chitipa HCs,September-23
HH077400,Glove disposable powdered latex large,HH077400 Glove disposable powdered latex large,100,140,2421.5979,339023.706,Health Centres,North,Chitipa HCs,September-23
HH077700,Glove disposable powdered latex medium,HH077700 Glove disposable powdered latex medium,100,50,8304.39128,415219.564,Health Centres,North,Chitipa HCs,September-23
HH080700,Glove surgeon's size 7Ã¯Â¿Â½ sterile,HH080700 Glove surgeon's size 7Ã¯Â¿Â½ sterile,Each,2200,725.60976,1596341.472,Health Centres,North,Chitipa HCs,September-23
HH081000,Glove surgeon's size 8 sterile,HH081000 Glove surgeon's size 8 sterile,Each,2600,417.07317,1084390.242,Health Centres,North,Chitipa HCs,September-23
HH102300,Mask face disposable paper 2-ply,HH102300 Mask face disposable paper 2-ply,100,2,2297.12226,4594.24452,Health Centres,North,Chitipa HCs,September-23
HH124200,"Scalpel blade size 21 (individually wrapped),Carbon steel","HH124200 Scalpel blade size 21 (individually wrapped),Carbon steel",100,11,2874.28429,31617.12719,Health Centres,North,Chitipa HCs,September-23
HH124800,"Scalpel blade size 23 (individually wrapped),Carbon steel","HH124800 Scalpel blade size 23 (individually wrapped),Carbon steel",100,13,10000,130000,Health Centres,North,Chitipa HCs,September-23
HH125100,"Scalpel blade size 24 (individually wrapped),Carbon steel","HH125100 Scalpel blade size 24 (individually wrapped),Carbon steel",100,8,2736.58537,21892.68296,Health Centres,North,Chitipa HCs,September-23
HH149400,"Syringe, autodestruct, 2ml, disposable, hypoluer with 23g ne","HH149400 Syringe, autodestruct, 2ml, disposable, hypoluer with 23g ne",Each,1300,131.70732,171219.516,Health Centres,North,Chitipa HCs,September-23
HH150000,"Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne","HH150000 Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne",Each,2800,195.36584,547024.352,Health Centres,North,Chitipa HCs,September-23
HH148800,"Syringe,10ml, disposable, hypoluer with 21g needle","HH148800 Syringe,10ml, disposable, hypoluer with 21g needle",Each,4600,275.03463,1265159.298,Health Centres,North,Chitipa HCs,September-23
KK000300,"Bag tablet dispensing, polythene, disposable 9 x 10cm","KK000300 Bag tablet dispensing, polythene, disposable 9 x 10cm",50,200,268.24091,53648.182,Health Centres,North,Chitipa HCs,September-23
AA002700,Aminophylline 100mg,AA002700 Aminophylline 100mg,1000,10,5235.37071,52353.7071,District Hospital,North,Karonga DHO,September-23
AA003300,Amitriptyline 25mg,AA003300 Amitriptyline 25mg,100,30,798.06522,23941.9566,District Hospital,North,Karonga DHO,September-23
AA004800,"Amoxycillin 250mg, capsules","AA004800 Amoxycillin 250mg, capsules",1000,10,31692.59133,316925.9133,District Hospital,North,Karonga DHO,September-23
AA007200,Aspirin 300mg,AA007200 Aspirin 300mg,1000,30,8310.45526,249313.6578,District Hospital,North,Karonga DHO,September-23
AA009900,Bisacodyl 5mg,AA009900 Bisacodyl 5mg,1000,6,3849.30663,23095.83978,District Hospital,North,Karonga DHO,September-23
AA012600,Carbamazepine 200mg,AA012600 Carbamazepine 200mg,1000,50,49548.78049,2477439.025,District Hospital,North,Karonga DHO,September-23
AA014100,Chlorpheniramine maleate 4mg,AA014100 Chlorpheniramine maleate 4mg,1000,10,1632.53376,16325.3376,District Hospital,North,Karonga DHO,September-23
AA014700,Chlorpromazine 100mg,AA014700 Chlorpromazine 100mg,100,100,1129.3412,112934.12,District Hospital,North,Karonga DHO,September-23
AA015600,Ciprofloxacin 250mg,AA015600 Ciprofloxacin 250mg,100,100,3096.28049,309628.049,District Hospital,North,Karonga DHO,September-23
AA018600,Cotrimoxazole 480mg,AA018600 Cotrimoxazole 480mg,1000,50,20713.4751,1035673.755,District Hospital,North,Karonga DHO,September-23
AA023700,"Erythromycin 250mg, enteric coated tablets","AA023700 Erythromycin 250mg, enteric coated tablets",1000,2,73536.58537,147073.1707,District Hospital,North,Karonga DHO,September-23
AA025800,Flucloxacillin 250mg,AA025800 Flucloxacillin 250mg,100,50,6146.34146,307317.073,District Hospital,North,Karonga DHO,September-23
AA028800,Glibenclamide 5mg,AA028800 Glibenclamide 5mg,1000,5,3871.09606,19355.4803,District Hospital,North,Karonga DHO,September-23
AA029700,Griseofulvin 250mg,AA029700 Griseofulvin 250mg,1000,1,45552.0109,45552.0109,District Hospital,North,Karonga DHO,September-23
AA030000,Haloperidol 5mg,AA030000 Haloperidol 5mg,100,50,3204.12966,160206.483,District Hospital,North,Karonga DHO,September-23
AA031810,Hydroxurea 500mg,AA031810 Hydroxurea 500mg,10,20,0,0,District Hospital,North,Karonga DHO,September-23
AA032400,Ibuprofen 200mg,AA032400 Ibuprofen 200mg,1000,5,12278.35366,61391.7683,District Hospital,North,Karonga DHO,September-23
AA033600,Indomethacin 25mg,AA033600 Indomethacin 25mg,1000,10,6114.92773,61149.2773,District Hospital,North,Karonga DHO,September-23
AA040800,Magnesium trisilicate compound 250mg,AA040800 Magnesium trisilicate compound 250mg,1000,15,6288.25921,94323.88815,District Hospital,North,Karonga DHO,September-23
AA042500,Metformin hydrochloride 500mg,AA042500 Metformin hydrochloride 500mg,1000,15,16475.03723,247125.5585,District Hospital,North,Karonga DHO,September-23
AA043200,Methyldopa 250mg,AA043200 Methyldopa 250mg,1000,2,35549.6907,71099.3814,District Hospital,North,Karonga DHO,September-23
AA044100,Metronidazole 200mg,AA044100 Metronidazole 200mg,1000,50,7281.10168,364055.084,District Hospital,North,Karonga DHO,September-23
AA046500,Nifedipine 20mg (slow release),AA046500 Nifedipine 20mg (slow release),100,200,1865.85366,373170.732,District Hospital,North,Karonga DHO,September-23
AA048600,Omeprazole 20mg,AA048600 Omeprazole 20mg,100,100,1079.37144,107937.144,District Hospital,North,Karonga DHO,September-23
AA050100,Phenobarbitone  30mg,AA050100 Phenobarbitone  30mg,1000,100,5571.23668,557123.668,District Hospital,North,Karonga DHO,September-23
AA052500,Prednisolone 5mg,AA052500 Prednisolone 5mg,1000,20,8836.90779,176738.1558,District Hospital,North,Karonga DHO,September-23
AA067900,Risperidone 1mg,AA067900 Risperidone 1mg,100,30,6411.62927,192348.8781,District Hospital,North,Karonga DHO,September-23
AA056700,Salbutamol 4mg,AA056700 Salbutamol 4mg,1000,40,3224.31098,128972.4392,District Hospital,North,Karonga DHO,September-23
BB007200,"Benzylpenicillin 3g (5MU), PFR","BB007200 Benzylpenicillin 3g (5MU), PFR",Each,3000,456.05602,1368168.06,District Hospital,North,Karonga DHO,September-23
BB009900,"Bupivacaine spinal hyperbaric 0.5%, 4ml ampoule","BB009900 Bupivacaine spinal hyperbaric 0.5%, 4ml ampoule",Each,1000,1494.25141,1494251.41,District Hospital,North,Karonga DHO,September-23
BB013500,"Ceftriaxone 1g, PFR","BB013500 Ceftriaxone 1g, PFR",Each,5000,300.45607,1502280.35,District Hospital,North,Karonga DHO,September-23
BB021600,"Dextrose (glucose) 5%, 1000ml","BB021600 Dextrose (glucose) 5%, 1000ml",Each,240,2414.63415,579512.196,District Hospital,North,Karonga DHO,September-23
BB022800,"Dextrose 50%, 50ml","BB022800 Dextrose 50%, 50ml",Each,200,1103.92685,220785.37,District Hospital,North,Karonga DHO,September-23
BB024300,"Diclofenac sodium 75mg/ml, 3ml","BB024300 Diclofenac sodium 75mg/ml, 3ml",Each,2000,122.92684,245853.68,District Hospital,North,Karonga DHO,September-23
BB033000,"Flucloxacillin 250mg, vial, PFR","BB033000 Flucloxacillin 250mg, vial, PFR",Each,200,1756.09756,351219.512,District Hospital,North,Karonga DHO,September-23
BB034200,"Fluphenazine decanoate 25mg/ml, 2ml","BB034200 Fluphenazine decanoate 25mg/ml, 2ml",Each,100,1140.34933,114034.933,District Hospital,North,Karonga DHO,September-23
BB036900,"Gentamicin, 80mg/2ml","BB036900 Gentamicin, 80mg/2ml",Each,5000,175.60976,878048.8,District Hospital,North,Karonga DHO,September-23
